Date,Time,Trade Name,Generic Name,Quantity,Amount,Profit,Dispenser
26/12/2021,5:05 pm,Lonart DS 6s,Lonart DS 6's,5,38250,1000,pharouk kaks
26/12/2021,5:05 pm,Lonart Forte 12s,Lonart Forte 12's,5,31500,1000,pharouk kaks
26/12/2021,5:05 pm,Cotrim-Syp 60ml,Cotrim-Syp 60ml,10,10000,1500,pharouk kaks
26/12/2021,5:05 pm,Ampicillin Syrup 100ml,Ampicillin Syrup 100ml,15,24000,1500,pharouk kaks
26/12/2021,5:05 pm,Nexium 40mg 28s (c),Nexium 40mg 28's,0,0,0,pharouk kaks
26/12/2021,5:05 pm,Nexium 20mg 28s (c),Nexium 20mg 28s (c),1,23800,1800,pharouk kaks
26/12/2021,5:05 pm,Coldease Syp,Coldease Syp,5,19000,700,pharouk kaks
26/12/2021,5:05 pm,Sediproct Cream 20mg,Sediproct Cream 20mg,2,15800,600,pharouk kaks
26/12/2021,5:05 pm,Examination Gloves,Examination Gloves,250,110000,10000,pharouk kaks
26/12/2021,5:05 pm,Ketoconazole Tabs 200mg 100s (India),Ketoconazole Tabs 200mg 100's (India),5,54000,1500,pharouk kaks
26/12/2021,5:05 pm,Ors-Flavoured,ORS-Flavoured,125,32500,1250,pharouk kaks
26/12/2021,5:05 pm,Ors-Non Orange,Ors-Non Orange,125,31250,1250,pharouk kaks
26/12/2021,5:05 pm,Coldafex Tab 200s,Coldafex Tab 200's,100,44600,1000,pharouk kaks
26/12/2021,4:10 pm,Zaha Susp 15mg,Zaha Susp 15mg,3,12300,375,CRISTOPHER
26/12/2021,5:27 pm,Vitamin B Inj.,Vitamin B Inj.,5,4000,1500,MOSESI
26/12/2021,3:54 pm,Gabogola Syp,Gabogola Syp,26,63700,6200.0016,MOSESI
26/12/2021,5:18 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,3,7650,750,MOSESI
26/12/2021,5:20 pm,Piritex Baby 60ml,Piritex Baby 60ml,1,2700,200,KIKOISHAKA
26/12/2021,5:20 pm,Zaha tabs 250mg 6s,Zaha tabs 250mg 6's,2,10500,785.714286,KIKOISHAKA
26/12/2021,5:20 pm,Zaha tab 3s,Zaha tab 3's,3,13050,1035,KIKOISHAKA
26/12/2021,5:20 pm,Vitamin C tabs 100s,Vitamin C tabs 100's,1,2700,800,KIKOISHAKA
26/12/2021,5:13 pm,Otrivin Nasal Drops Paed,Otrivin Nasal Drops Paed,1,15000,3096,pharouk kaks
26/12/2021,3:54 pm,Lydia postpil tab 1s,Lydia postpil tab 1's,20,35000,4800,MOSESI
26/12/2021,4:55 pm,Needles G23,Needles G23,2,1000,-7000,pharouk kaks
26/12/2021,4:55 pm,Lantus Soloster Inj,Lantus Soloster Inj,2,64000,17000,pharouk kaks
26/12/2021,4:53 pm,Kamagra Tabs 100mg,Kamagra Tabs 100mg,3,12000,1950,lillian
26/12/2021,4:53 pm,Amlozaar H,Amlozaar H,20,34000,3000,lillian
26/12/2021,4:50 pm,Atorva 20mg,Atorva 20mg,30,28500,3600,lillian
26/12/2021,4:50 pm,Amlozaar H,Amlozaar H,30,49500,3000,lillian
26/12/2021,4:50 pm,Metoz Tabs 2.5mg,Metoz Tabs 2.5mg 30's,30,18000,4650,lillian
26/12/2021,4:23 pm,Cold Cap 96s,Cold Cap 12*8,2,500,230,lillian
26/12/2021,4:23 pm,Panadol Extra 100s,Panadol Extra 100's,20,4000,1300,lillian
26/12/2021,4:23 pm,Zaha tab 3s,Zaha tab 3's,3,6000,1800,lillian
26/12/2021,4:23 pm,Flufed Tabs 10x10,Flufed Tabs 10x10,10,2000,1050,lillian
26/12/2021,4:23 pm,Cough Linctus 200ml,Cough Linctus 200ml,1,2000,750,lillian
26/12/2021,4:49 pm,Metoz Tabs 2.5mg,Metoz Tabs 2.5mg 30's,1,44500,2500,JimmyL
26/12/2021,4:41 pm,Dexona Tabs 100s,Dexona Tabs 100's,2,4800,1000,KIKOISHAKA
26/12/2021,4:41 pm,Lonart Tab 24s,Lonart Tab 24's,4,9600,1700,KIKOISHAKA
26/12/2021,4:41 pm,Paracetamol tabs,Paracetamol tabs,3,8100,600,KIKOISHAKA
26/12/2021,4:41 pm,Albendazole Tabs1s(Anthel),Albendazole Tabs1's(Anthel),10,4500,800,KIKOISHAKA
26/12/2021,4:41 pm,Cephalexin Caps 250mg 100,Cephalaxin Caps 250mg 100',0.5,5250,500,KIKOISHAKA
26/12/2021,4:41 pm,Magnesium Tabs.,Magnesium Tabs.,2,5000,1200,KIKOISHAKA
26/12/2021,4:41 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,2,22000,1600,KIKOISHAKA
26/12/2021,4:41 pm,Azithro 250mg (Swazi),Azithro 250mg (Swazi),3,6894,1194,KIKOISHAKA
26/12/2021,4:41 pm,Toff-Plus Caps,Toff-Plus Caps,1,8000,650,KIKOISHAKA
26/12/2021,4:41 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,2,12400,800,KIKOISHAKA
26/12/2021,4:41 pm,AZY 500mg 3s,AZY 500mg 3's,2,3798,898,KIKOISHAKA
26/12/2021,4:41 pm,Kabuti Herbal Cough Syp,Kabuti Herbal Cough Syp,2,4400,400,KIKOISHAKA
26/12/2021,4:41 pm,Cannula G24 (Y),Cannula G24 (Y),5,2250,600,KIKOISHAKA
26/12/2021,4:44 pm,Sulbactomax 1.5g Inj.,Sulbactomax 1.5g Inj.,20,67000,4000,KIKOISHAKA
26/12/2021,4:44 pm,Adhesive Plaster 10cm,Adhesive Plaster 10cm,1,3500,150,KIKOISHAKA
26/12/2021,4:44 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,1,11000,800,KIKOISHAKA
26/12/2021,4:44 pm,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,1,2800,750,KIKOISHAKA
26/12/2021,4:44 pm,Vitamin C tabs 100s,Vitamin C tabs 100's,1,2700,800,KIKOISHAKA
26/12/2021,4:41 pm,Metro Tab F/c 100s,Metro Tab F/c 100's,1,3200,250,MOSESI
26/12/2021,4:41 pm,Diclomol Inj. 75mg/3ml x 10,Diclomol Inj. 75mg/3ml x 10,10,3000,920,MOSESI
26/12/2021,4:41 pm,Artemether Inj. 80mg,Artemether Inj. 80mg,6,4002,710.00004,MOSESI
26/12/2021,4:41 pm,Cough Linctus 1ltr,Cough Linctus 1ltr,2,8000,1000,MOSESI
26/12/2021,4:41 pm,Gabogola Syp,Gabogola Syp,3,7350,715.3848,MOSESI
26/12/2021,4:41 pm,Ago Plus Caps,Ago Plus Caps,1,6700,600,MOSESI
26/12/2021,4:41 pm,Vitamin B Complex,Vitamin B Complex,1,1700,500,MOSESI
26/12/2021,4:41 pm,Brufen Tabs 100s,Brufen Tabs 100's,1,2700,650,MOSESI
26/12/2021,4:41 pm,Paracetamol tabs,Paracetamol tabs,2,5400,400,MOSESI
26/12/2021,4:41 pm,Always maxi(blue-pink),Always maxi(blue-pink),3,7800,600,MOSESI
26/12/2021,3:24 pm,Tramadol Caps 10x10,Tramadol Caps 10x10,6,45036,6636,pharouk kaks
26/12/2021,3:59 pm,Podophyllin Liquid 25%,Podophyllin Liquid 25%,1,10500,500,pharouk kaks
26/12/2021,3:59 pm,Sodium Bicarbonate E/D,Sodium Bicarbona`e E/D,3,12600,600,pharouk kaks
26/12/2021,3:59 pm,Erythromycin Tabs 250mg,Erythromycin Tabs 250mg,30,291000,15000,pharouk kaks
26/12/2021,3:59 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,30,117000,6000,pharouk kaks
26/12/2021,3:59 pm,Dexona Tabs 100s,Dexona Tabs 100's,30,60000,3750,pharouk kaks
26/12/2021,3:59 pm,Erostin-10,Erostin-10,5,25500,1065,pharouk kaks
26/12/2021,3:59 pm,Nana Herbal M/Wash,Nana Herbal M/Wash,8,39200,1600,pharouk kaks
26/12/2021,3:59 pm,Ciprocin 750mg,Ciprocin 750mg,2,29000,1600,pharouk kaks
26/12/2021,3:59 pm,Levobact 750,Levobact 750,4,100000,2440,pharouk kaks
26/12/2021,3:59 pm,Metro IV,Metro IV,50,55000,2500,pharouk kaks
26/12/2021,3:59 pm,Hydrogen Peroxide 200ml,Hydrogen Peroxide 200ml,10,11000,2500,pharouk kaks
26/12/2021,3:59 pm,Duramox 500mg,Duramox,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Ampicillin Caps 10x10,Ampicillin Caps 10x10,5,29000,1500,pharouk kaks
26/12/2021,3:59 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,30,177000,12000,pharouk kaks
26/12/2021,3:59 pm,Kamsidar,Kamsidar,3,61500,4500,pharouk kaks
26/12/2021,3:59 pm,Losartan 50mg uk 28s,Losartan 50mg uk 28's,2,22000,4000,pharouk kaks
26/12/2021,3:59 pm,Fluconazole(India) 200mg,Fluconazole(India) 200mg,8,40000,-400,pharouk kaks
26/12/2021,3:59 pm,Adhesive Plaster 10cm,Adhesive Plaster 10cm,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Adhesive Plaster 7.5cm (3),Adhesive Plaster 7.5cm (3''),12,31200,600,pharouk kaks
26/12/2021,3:59 pm,Adhesive Tape Plaster 5cm (2),Adhesive Tape Plaster 5cm (2''),12,20400,600,pharouk kaks
26/12/2021,3:59 pm,Adhesive Plaster 2.5 cm 1,Adhesive Plaster 2.5 cm 1'',24,26400,3000,pharouk kaks
26/12/2021,3:59 pm,Zaha tab 3s,Zaha tab 3's,10,41000,1000,pharouk kaks
26/12/2021,3:59 pm,Vitamin K Inj.,Vitamin K Inj.,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Zyncet Syp 60ml,Zyncet Syp 60ml,6,21600,1200,pharouk kaks
26/12/2021,3:59 pm,Benylin Orignal Syp 100ml.,Benylin Orignal Syp 100ml.,2,35600,1375,pharouk kaks
26/12/2021,3:59 pm,GramocefB 50mg 100ml,Gramocef 100mg 50mg 100ml,4,56000,2000,pharouk kaks
26/12/2021,3:59 pm,Augmentin 228mg/5ml 70ml,"Augmentin 228mg/5ml,70ml",3,58200,2145,pharouk kaks
26/12/2021,3:59 pm,Flucamox Syp,Flucamox Syp,3,45000,3000,pharouk kaks
26/12/2021,3:59 pm,Yeco herbal syrp,Yeco herbal syrp,5,9750,750,pharouk kaks
26/12/2021,3:59 pm,Cefamor Syp,Cefamor Syp,15,69000,1800,pharouk kaks
26/12/2021,3:59 pm,Methylated Spirit 500ml,Methylated Spirit 500ml,6,5700,450,pharouk kaks
26/12/2021,3:59 pm,Fastum Gel 30g,Fastun Gel 30g,2,24000,800,pharouk kaks
26/12/2021,3:59 pm,Cold Cap Syp 100ml,Cold Cap Syp 100ml,6,18000,1200,pharouk kaks
26/12/2021,3:59 pm,Coldease Syp,Coldease Syp,6,23100,1140,pharouk kaks
26/12/2021,3:59 pm,Cemetidine 200mg Tabs 100s,Cemitidine 200mg 100's,2,26000,4000,pharouk kaks
26/12/2021,3:59 pm,Aminophylline 25mg/ml Inj,Aminophylline 25mg/ml Inj,20,34000,2000,pharouk kaks
26/12/2021,3:59 pm,Neuroton Tabs 20s,Neuroton Tabs 20's,5,59000,4000,pharouk kaks
26/12/2021,3:59 pm,Burncur Cr. 15gms,Burncur Cr. 15gms,20,33000,3000,pharouk kaks
26/12/2021,3:59 pm,Penegra Tabs 100mg 4s,Penegra Tabs 100mg 4's,20,74000,2500,pharouk kaks
26/12/2021,3:59 pm,Lansoprazole 30mg 100s,Lansoprazole 30mg 100's,2,61000,2000,pharouk kaks
26/12/2021,3:59 pm,Kamagra Tabs 100mg,Kamagra Tabs 100mg,2,26800,400,pharouk kaks
26/12/2021,3:59 pm,Renegel Susp. 100ml,Renegel Susp. 100ml,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Neutraflux susp,Neutraflux susp,4,36000,2000,pharouk kaks
26/12/2021,3:59 pm,Relcer Gel 180ml,Relcer Gel 180ml,5,34750,1200,pharouk kaks
26/12/2021,3:59 pm,Examination Gloves,Examination Gloves,500,220000,20000,pharouk kaks
26/12/2021,3:59 pm,Delor Cream,Delor Cream,2,29000,1820,pharouk kaks
26/12/2021,3:59 pm,Dermolin Cream,Dermolin Cream,10,27000,1000,pharouk kaks
26/12/2021,3:59 pm,Piritex Baby 60ml,Piritex Baby 60ml,10,26000,1000,pharouk kaks
26/12/2021,3:59 pm,Gauze Roll 90x50,Gauze Roll 90x50,10,110000,4000,pharouk kaks
26/12/2021,3:59 pm,Quinine Inj 2ml(India),Quinine Inj 2ml(India),100,95000,5000,pharouk kaks
26/12/2021,3:59 pm,Cannula G22 (Blue),Cannula G22 (Blue),200,72000,7000,pharouk kaks
26/12/2021,3:59 pm,Cannula G24 (Y),Cannula G24 (Y),400,140000,8000,pharouk kaks
26/12/2021,3:59 pm,Dermotracin spray,Dermotracin spray,4,90000,14000,pharouk kaks
26/12/2021,3:59 pm,Fremol Extra,Fremol Extra,1,6000,1750,pharouk kaks
26/12/2021,3:59 pm,Brozedex Syp,Brozedex Syp,10,38000,3500,pharouk kaks
26/12/2021,3:59 pm,AgoCold Plus Syp 60ml,Ago Cold Plus Syp 60ml,36,48600,3600,pharouk kaks
26/12/2021,3:59 pm,Cetamol Syrup 60ml,Cetamol Syrup 60ml,12,29400,1200,pharouk kaks
26/12/2021,3:59 pm,Flufed syp 60ml,Flufed syp 60ml,6,15000,1500,pharouk kaks
26/12/2021,3:59 pm,Agocold Tabs,Agocold Tabs ..50x4,1,15500,300,pharouk kaks
26/12/2021,3:59 pm,Cold Cap 96s,Cold Cap 12*8,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Painex Tabs 100s,Painex Tabs 100's,6,64800,750,pharouk kaks
26/12/2021,3:59 pm,Action Tabs 100s,Action Tabs 100's,5,48500,1000,pharouk kaks
26/12/2021,3:59 pm,Curamol Tabs 100s,Curamol Tabs 100's,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Chlorpromazine Tabs 100mg 100s,Chlorpromazine Tabs 100mg 100's,1,15300,300,pharouk kaks
26/12/2021,3:59 pm,Ocid Caps 10x10,Ocid Caps 10x10,30,117000,6750,pharouk kaks
26/12/2021,3:59 pm,Water for Inj. 10ml,Water for Inj. 10ml,200,30000,3166.6668,pharouk kaks
26/12/2021,3:59 pm,Crepe Bandage 15cm,Crepe Bandage 15cm,32,46400,4800,pharouk kaks
26/12/2021,3:59 pm,Betanase Tabs 150s,Betanase Tabs 150'S,3,23850,1350,pharouk kaks
26/12/2021,3:59 pm,Glycerin Borex,Glycerin Borex,20,22000,2000,pharouk kaks
26/12/2021,3:59 pm,Duodart caps 30s,Duodart caps 30's,2,147000,5640,pharouk kaks
26/12/2021,3:59 pm,Syringe 5ml,Syringes 5ml,400,62000,2800,pharouk kaks
26/12/2021,3:59 pm,Syringe 2ml,Syringes 2ml,1000,155000,10000,pharouk kaks
26/12/2021,3:59 pm,Kiss Condom Classic,Condom,72,43200,7200,pharouk kaks
26/12/2021,3:59 pm,Kiss Condom Chocolate,Condom,48,38400,7200,pharouk kaks
26/12/2021,3:59 pm,Amlozaar 5/50mg,Amlozaar 5/50mg,3,115500,2559,pharouk kaks
26/12/2021,3:59 pm,Amlodac 10mg,Amlodac 10mg,8,103200,4000,pharouk kaks
26/12/2021,3:59 pm,Amlodac 5mg,Amlodac 5mg,8,54400,2400,pharouk kaks
26/12/2021,3:59 pm,Losacar H,Losacar H,8,103200,3200,pharouk kaks
26/12/2021,3:59 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,100,245000,15000,pharouk kaks
26/12/2021,3:59 pm,Enemex Enema Soln 120ml,Enemex Enema Soln 120ml,6,78000,18000,pharouk kaks
26/12/2021,3:59 pm,Charcoal 250mg Tab,Charcoal 250mg Tab,3,36000,1050,pharouk kaks
26/12/2021,3:59 pm,Paracetamol 60ml (Mediphrm),Paracetamol 60ml (Mediphrm),30,30000,4500,pharouk kaks
26/12/2021,3:59 pm,Diclogesic 50mg suppo,Diclogesic 50mg suppo,3,31500,2430,pharouk kaks
26/12/2021,3:59 pm,Benzox 5% 20g Gel,Benzox 5% 20g Gel,4,15200,1200,pharouk kaks
26/12/2021,3:59 pm,Diclofenac Gel( C),Diclo,24,22800,2822.7888,pharouk kaks
26/12/2021,3:59 pm,Anomex suppos,Anomex suppos,2,15400,1000,pharouk kaks
26/12/2021,3:59 pm,Clotrimazole Cream (C),Clotrimazole Cream (C),30,24000,3000,pharouk kaks
26/12/2021,3:59 pm,Diclo Denk 100mg Rectal,Diclo Denk 100mg Rectal,6,109800,3420,pharouk kaks
26/12/2021,3:59 pm,Lubyamira Syp,Lubyamira Syp,10,16000,1000,pharouk kaks
26/12/2021,3:59 pm,Pylokit Tabs,Pylokit Tabs,4,105600,9632.72728,pharouk kaks
26/12/2021,3:59 pm,Haloxen 10mg Tab 100s,Haloxen 10mg Tab 100's,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Haloxen 5mg Tab 100s,Haloxen 5mg Tab 100's,1,22000,500,pharouk kaks
26/12/2021,3:59 pm,Dazel Kit,Dazel Kit,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,100,240000,30000,pharouk kaks
26/12/2021,3:59 pm,Cetrizine Tabs 100s,Cetrizine Tabs 100's,20,34000,6000,pharouk kaks
26/12/2021,3:59 pm,Piriton Tab 10x10,Piriton Tab 10x10,30,43500,3000,pharouk kaks
26/12/2021,3:59 pm,Powercef Inj.,Powercef Inj.,50,90000,7500,pharouk kaks
26/12/2021,3:59 pm,Brozedex Syp,Brozedex Syp,4,15200,1400,pharouk kaks
26/12/2021,3:59 pm,Vitamin A 200.000 IU Caps 30s,Vitamin A 200.000 IU Caps 30's,3,37500,1200,pharouk kaks
26/12/2021,3:59 pm,Unisten Cream,Unisten Cream,24,28800,2400.000024,pharouk kaks
26/12/2021,3:59 pm,Mediven S Ointment,Mediven S Ointment,4,24800,800,pharouk kaks
26/12/2021,3:59 pm,Loridin Tabs 100s,Loridin Tabs 100's,2,45000,1000,pharouk kaks
26/12/2021,3:59 pm,Medicloamp,Medicloamp,12,36600,1800,pharouk kaks
26/12/2021,3:59 pm,Oraxin Syp 200ml,Oraxin Syp 200ml,2,14400,800,pharouk kaks
26/12/2021,3:59 pm,Duphastone 10mg(C),Duphastone 1x20 Tab,2,52000,2000,pharouk kaks
26/12/2021,3:59 pm,Metformin Denk 500 100s,Metformin Denk 500 100's Tabs,2,49600,1360,pharouk kaks
26/12/2021,3:59 pm,Myospaz 250mg 10x10,Myospaz 250mg 10x10,1,43500,1300,pharouk kaks
26/12/2021,3:59 pm,Meloxicam 15mg Tabs,Meloxicam 15mg Tabs,1,10000,-28400,pharouk kaks
26/12/2021,3:59 pm,Auropodox 200mg 10s,Auropodox,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Ago Plus Caps,Ago Plus Caps,14,89600,4200,pharouk kaks
26/12/2021,3:59 pm,Malaria Test Kits,Malaria Test Kits,50,46000,46000,pharouk kaks
26/12/2021,3:59 pm,Gentamicin Inj. 40mg/2ml,Gentamicin Inj. 40mg/2ml,200,60000,59800,pharouk kaks
26/12/2021,3:59 pm,Diclomol Inj. 75mg/3ml x 10,Diclomol Inj. 75mg/3ml x 10,300,75000,12600,pharouk kaks
26/12/2021,3:59 pm,Panadol Extra 100s,Panadol Extra 100's,6,79200,3546,pharouk kaks
26/12/2021,3:59 pm,Lonart Tab 24s,Lonart Tab 24's,300,645000,52500,pharouk kaks
26/12/2021,3:59 pm,Calamine Lotion,Calamine Lotion,10,18500,1000,pharouk kaks
26/12/2021,3:59 pm,Crepe Bandage 5cm,Crepe Bandage 5cm,48,33600,3360,pharouk kaks
26/12/2021,3:59 pm,MCG,MCG,20,66000,8000,pharouk kaks
26/12/2021,3:59 pm,Deep Heat Spray 150ml,Deep Heat Spray 150ml,0,0,0,pharouk kaks
26/12/2021,3:59 pm,Calcivita caps 50s,Calcivita caps 50's,3,47100,1500,pharouk kaks
26/12/2021,3:59 pm,Ginsomin Cap x 30,Ginsomin Cap x 30,2,63000,1600,pharouk kaks
26/12/2021,4:31 pm,Gentamicin Inj. 40mg/2ml,Gentamicin Inj. 40mg/2ml,10,3500,900,MOSESI
26/12/2021,3:46 pm,Clomid Tab,Clomid Tab,0.5,10750,250,KIKOISHAKA
26/12/2021,4:31 pm,Lonart Tab 24s,Lonart Tab 24's,5,12000,2125,MOSESI
26/12/2021,4:31 pm,Adhesive Plaster 10cm,Adhesive Plaster 10cm,1,3500,150,MOSESI
26/12/2021,4:31 pm,Water for Inj. 10ml,Water for Inj. 10ml,20,3600,916.66668,MOSESI
26/12/2021,4:31 pm,Azithromycin 250mg (Azifam),Azithromycin 250mg (Azifam),5,21990,2990,MOSESI
26/12/2021,4:26 pm,Syringe 10ml,Syringe 10ml,1,370,43,MOSESI
26/12/2021,4:26 pm,Tramadol Injections,Tramadol Injections,3,3000,1350,MOSESI
26/12/2021,4:26 pm,Syringe 2ml,Syringes 2ml,5,825,100,MOSESI
26/12/2021,4:26 pm,Diclomol Inj. 75mg/3ml x 10,Diclomol Inj. 75mg/3ml x 10,5,1500,460,MOSESI
26/12/2021,3:59 pm,Grovit Syp 100ml,Grovit Syp 100ml,1,6000,1700,lillian
26/12/2021,4:10 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,2,11900,900,CRISTOPHER
26/12/2021,4:10 pm,Antinal Caps,Antinal Caps,1,14500,1200,CRISTOPHER
26/12/2021,4:10 pm,Paracetamol 1000s Pkt,Paracetamol 1000's Pkt,1,25000,1000,CRISTOPHER
26/12/2021,4:10 pm,Erythrone 250mg Tabs(Africure),Erythrone 250mg Tabs(Africure),1,10200,300,CRISTOPHER
26/12/2021,4:10 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,2,8000,600,CRISTOPHER
26/12/2021,4:10 pm,Dexona Tabs 100s,Dexona Tabs 100's,5,10000,500,CRISTOPHER
26/12/2021,4:10 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,2,21000,600,CRISTOPHER
26/12/2021,4:10 pm,Dynapar Tabs 100s,Dynapar Tabs 100's,2,20400,800,CRISTOPHER
26/12/2021,4:10 pm,Sinurhon 20pks 6's,Sinurhon 20pks 6's,1,14500,500,CRISTOPHER
26/12/2021,3:46 pm,Painex Tabs 100s,Painex Tabs 100's,0.3,3360,157.5,KIKOISHAKA
26/12/2021,3:46 pm,Cetamol Syrup 60ml,Cetamol Syrup 60ml,2,5400,700,KIKOISHAKA
26/12/2021,3:46 pm,Toractin Tabs 100s,Toractin Tabs 100's,0.4,2320,160,KIKOISHAKA
26/12/2021,3:46 pm,Kamsidar,Kamsidar,0.2,4400,600,KIKOISHAKA
26/12/2021,3:46 pm,Panadol Extra 100s,Panadol Extra 100's,0.3,4140,357.3,KIKOISHAKA
26/12/2021,3:46 pm,Syringe 5ml,Syringes 5ml,5,825,85,KIKOISHAKA
26/12/2021,3:46 pm,Water for Inj. 10ml,Water for Inj. 10ml,5,900,225,KIKOISHAKA
26/12/2021,3:46 pm,Cannula G24 (Y),Cannula G24 (Y),2,900,240,KIKOISHAKA
26/12/2021,3:46 pm,HCG Strips,HCG Strips,10,3500,1200,KIKOISHAKA
26/12/2021,3:46 pm,HIV Test Kit,HIV Test Kit,5,7500,1500,KIKOISHAKA
26/12/2021,3:46 pm,Paracetamol tabs,Paracetamol tabs,2,5400,400,KIKOISHAKA
26/12/2021,3:46 pm,Vitamin C tabs 100s,Vitamin C tabs 100's,1,2700,800,KIKOISHAKA
26/12/2021,3:46 pm,Dexona Tabs 100s,Dexona Tabs 100's,1,2400,525,KIKOISHAKA
26/12/2021,3:46 pm,Norethisterone 5mg Tab 30s,Norethisterone 5mg Tab 30's,1,25500,2642.8572,KIKOISHAKA
26/12/2021,3:46 pm,Clomid Tab,Clomid Tab,1,21500,500,KIKOISHAKA
26/12/2021,4:03 pm,Lonart Tab 24s,Lonart Tab 24's,1,5000,2850,lillian
26/12/2021,4:03 pm,Zyncet Syp 60ml,Zyncet Syp 60ml,1,6000,2400,lillian
26/12/2021,3:54 pm,Metro Tabs F/c 100s (C),Metro F/C 100s (C),42,109200,5250,MOSESI
26/12/2021,3:54 pm,Ambrodil Drops,Ambrodil Drops,5,19500,1210,MOSESI
26/12/2021,3:54 pm,Glyformin Tabs 500mg 10*10,Glyformin Tabs 500mg 10*10,5,71000,1250,MOSESI
26/12/2021,3:54 pm,Candiderm Cream 15 Mg,Candiderm Cream 15 Mg,10,44500,2200,MOSESI
26/12/2021,3:54 pm,Ascoril Ls Expect 100ml,Ascoril Ls Expect 100ml,2,15600,700,MOSESI
26/12/2021,3:54 pm,Cefodox 200mg Tabs 10s,Cefodox 200mg Tabs 10's,3,106500,4710,MOSESI
26/12/2021,3:54 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,240,588000,36000,MOSESI
26/12/2021,3:46 pm,Eugica Syp 100ml,Eugica Syp 100ml,1,20000,4500,lillian
26/12/2021,3:46 pm,Xarelto 20mg 28s,Xarelto 20mg 28's,2,12000,2500,lillian
26/12/2021,3:24 pm,Fatnile 60s,Fatnile,1,40000,1000,pharouk kaks
26/12/2021,3:17 pm,Buzira Herbal Syp small,Buzira Herbal Syp small,2,3000,1100,lillian
26/12/2021,3:17 pm,Dexona Tabs 100s,Dexona Tabs 100's,40,2000,1140,lillian
26/12/2021,3:17 pm,Panadol Extra 100s,Panadol Extra 100's,10,2000,650,lillian
26/12/2021,3:17 pm,Zaha tab 3s,Zaha tab 3's,4,8000,2400,lillian
26/12/2021,3:36 pm,Amoxikid 250mg tabs 100s,Amoxikid 250mg tabs 100's,1,8500,1000,pharouk kaks
26/12/2021,3:36 pm,Magnesium Susp.,Magnesium Susp.,2,3400,260,pharouk kaks
26/12/2021,3:36 pm,Flufed syp 60ml,Flufed syp 60ml,1,2600,350,pharouk kaks
26/12/2021,3:36 pm,Apflu Syp 100ml,Apflu Syp 100ml,2,7200,650,pharouk kaks
26/12/2021,3:36 pm,CHLOROCID,CHLOROCID,1,3100,400,pharouk kaks
26/12/2021,3:36 pm,Megyl Susp.100ml,Megyl Susp.100ml,1,3000,800,pharouk kaks
26/12/2021,3:36 pm,Zaha Susp 15mg,Zaha Susp 15mg,2,8700,750,pharouk kaks
26/12/2021,3:36 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,1,6200,700,pharouk kaks
26/12/2021,3:36 pm,Ago Plus Caps,Ago Plus Caps,1,6700,600,pharouk kaks
26/12/2021,3:36 pm,Piriton Tab 10x10,Piriton Tab 10x10,1,1800,450,pharouk kaks
26/12/2021,3:36 pm,Cetrizine Tabs 100s,Cetrizine Tabs 100's,1,2000,600,pharouk kaks
26/12/2021,3:36 pm,Dexona Tabs 100s,Dexona Tabs 100's,1,2400,525,pharouk kaks
26/12/2021,3:36 pm,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,1,2800,700,pharouk kaks
26/12/2021,3:36 pm,Lonart Tab 24s,Lonart Tab 24's,10,24000,4250,pharouk kaks
26/12/2021,3:31 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,3,7650,750,KIKOISHAKA
26/12/2021,3:34 pm,Powercef Inj.,Powercef Inj.,50,90000,7500,pharouk kaks
26/12/2021,3:34 pm,Mumfer Syp 150ml,Mumfer Syp 150ml,4,27200,2140,pharouk kaks
26/12/2021,3:34 pm,Azithro 500mg (Turkey),Azithro 500mg,10,69000,4000,pharouk kaks
26/12/2021,3:34 pm,Aurotim 0.5%E/D,Aurotim 0.5%E/D,2,14000,2545.46,pharouk kaks
